"ID"	"area"	"X_centro"	"Y_centro"	"centrodata_X"	"centrodata_Y"
"312"	"ID814"	60339096.0926989	675771.17215329	6279511.86858002	677881.240607802	6278788.17285271
"313"	"ID815"	59229567.0827968	687001.87389181	6279373.44736932	685401.413040541	6278673.72138609
"314"	"ID816"	95800465.2526848	696629.8794318	6281125.62823007	697813.910899125	6280854.04081197
"315"	"ID817"	1e+08	706450.876703	6281297.18568999	707585.580141699	6283655.18880429
"316"	"ID818"	1e+08	716450.876703	6281297.18568999	717680.0914628	6282958.57681811
"317"	"ID819"	1e+08	726450.876703	6281297.18568999	725929.521256079	6282737.60775348
"318"	"ID820"	1e+08	736450.876703	6281297.18568999	736332.460740081	6282594.1107367
"319"	"ID821"	1e+08	746450.876703	6281297.18568999	746813.085726154	6280836.18591127
"320"	"ID822"	1e+08	756450.876703	6281297.18568999	756405.279130581	6282000.23166459
"321"	"ID823"	1e+08	766450.876703	6281297.18568999	768775.972717452	6281544.77679863
"322"	"ID824"	1e+08	776450.876703	6281297.18568999	776343.357316999	6282684.00079692
"323"	"ID825"	1e+08	786450.876703	6281297.18568999	787331.852493332	6281419.20810479
"324"	"ID826"	1e+08	796450.876703	6281297.18568999	798284.542013812	6279876.98042976
"325"	"ID827"	1e+08	806450.876703	6281297.18568999	806996.562677423	6280902.74019721
"326"	"ID828"	1e+08	816450.876703	6281297.18568999	814419.900359941	6282882.40092498
"327"	"ID829"	1e+08	826450.876703	6281297.18568999	826688.836491265	6281810.76443359
"328"	"ID830"	1e+08	836450.876703	6281297.18568999	836523.700209574	6281090.31432532
"329"	"ID831"	1e+08	846450.876703	6281297.18568999	845244.185170602	6280750.26059606
"330"	"ID832"	1e+08	856450.876703	6281297.18568999	856675.206424255	6281085.30798347
"331"	"ID833"	1e+08	866450.876703	6281297.18568999	864698.887291801	6281701.48271105
"332"	"ID835"	1e+08	886450.876703	6281297.18568999	890324.495567043	6284308.66420498
"333"	"ID854"	95513224.8742207	676656.10264083	6271432.42001691	678640.697063458	6272640.21553404
"334"	"ID855"	1e+08	686450.876703	6271297.18568999	684752.929272516	6272810.97406169
"335"	"ID856"	1e+08	696450.876703	6271297.18568999	696890.179652699	6273430.27381978
"336"	"ID857"	1e+08	706450.876703	6271297.18568999	704735.255038233	6270496.85507304
"337"	"ID858"	1e+08	716450.876703	6271297.18568999	716122.72781038	6272832.61273284
"338"	"ID859"	1e+08	726450.876703	6271297.18568999	727535.720786064	6272233.4021498
"339"	"ID860"	1e+08	736450.876703	6271297.18568999	736809.613463021	6270137.25197684
"340"	"ID861"	1e+08	746450.876703	6271297.18568999	744980.805607539	6270572.10984779
"341"	"ID862"	1e+08	756450.876703	6271297.18568999	756687.069970098	6270681.56913648
"342"	"ID863"	98730136.158716	766394.23090658	6271355.40428587	766430.925488378	6271583.22115435
"343"	"ID864"	56581384.3141945	775677.32062808	6273264.18945367	774288.246636426	6273646.41050903
"344"	"ID866"	99117572.5379035	796492.98560494	6271301.86865481	794982.39927335	6272569.10089917
"345"	"ID867"	1e+08	806450.876703	6271297.18568999	808158.420337858	6273380.66979916
"346"	"ID868"	1e+08	816450.876703	6271297.18568999	814508.385158575	6270717.93667122
"347"	"ID869"	1e+08	826450.876703	6271297.18568999	826559.876029843	6274797.03695627
"348"	"ID870"	1e+08	836450.876703	6271297.18568999	835234.190683817	6269321.45018755
"349"	"ID871"	1e+08	846450.876703	6271297.18568999	847212.218491238	6271051.90631627
"350"	"ID872"	1e+08	856450.876703	6271297.18568999	856197.886005202	6269834.89054184
"351"	"ID894"	96551642.4823561	676607.3903479	6261186.8570125	678764.394077367	6261320.36003358
"352"	"ID895"	1e+08	686450.876703	6261297.18568999	684160.339412534	6264451.92427826
"353"	"ID896"	1e+08	696450.876703	6261297.18568999	695079.475697765	6259717.05700492
"354"	"ID897"	1e+08	706450.876703	6261297.18568999	706612.086377839	6260616.22119891
"355"	"ID898"	1e+08	716450.876703	6261297.18568999	716580.624055196	6260669.06106474
"356"	"ID899"	1e+08	726450.876703	6261297.18568999	725066.455241018	6262999.05966121
"357"	"ID900"	1e+08	736450.876703	6261297.18568999	735619.058865356	6263791.75600577
"358"	"ID901"	1e+08	746450.876703	6261297.18568999	747306.956161851	6261417.37945947
"359"	"ID902"	94379107.4640679	756225.47116952	6261531.44564704	756803.441844917	6261486.88536472
"360"	"ID909"	58162800.8222237	827654.53017537	6262767.69359332	828995.695763492	6260129.25046869
"361"	"ID910"	1e+08	836450.876703	6261297.18568999	835390.04086337	6263398.51171793
"362"	"ID911"	93440136.123238	846192.51610528	6261465.04023293	848202.398925133	6263013.220609
"363"	"ID912"	63004421.4570895	856587.4669561	6263029.51805799	854681.115528059	6264110.7444987
"364"	"ID913"	55497528.5907125	864800.06718746	6260308.64841683	862805.284015343	6259875.18718797
"365"	"ID927"	87121361.7512905	606994.63908873	6251012.54663822	605886.259903553	6249662.87699252
"366"	"ID928"	99862083.1398451	616457.53603507	6251290.51975301	613809.977204178	6250810.39334658
"367"	"ID929"	97367015.5276927	626441.4591477	6251170.52762632	625694.570012994	6251680.62982338
"368"	"ID930"	94737599.3325201	636496.70543175	6251064.18822982	636275.632351505	6249199.25542943
"369"	"ID931"	1e+08	646450.876703	6251297.18568999	647079.133060526	6250118.90373402
"370"	"ID932"	1e+08	656450.876703	6251297.18568999	656575.990077708	6250078.87343113
"371"	"ID933"	1e+08	666450.876703	6251297.18568999	664459.473653243	6251992.30955625
"372"	"ID934"	1e+08	676450.876703	6251297.18568999	677564.44214644	6250451.21553956
"373"	"ID935"	1e+08	686450.876703	6251297.18568999	687794.196677509	6248946.65406073
"374"	"ID936"	1e+08	696450.876703	6251297.18568999	697867.339317541	6252901.39245034
"375"	"ID937"	1e+08	706450.876703	6251297.18568999	704812.989494112	6250783.25632537
"376"	"ID938"	1e+08	716450.876703	6251297.18568999	715558.124794998	6252002.03463511
"377"	"ID939"	1e+08	726450.876703	6251297.18568999	726981.729820206	6250327.64951123
"378"	"ID940"	1e+08	736450.876703	6251297.18568999	734628.097023487	6252308.05042982
"379"	"ID941"	75644080.9885289	745556.81090355	6252122.94113147	744978.137512914	6251257.80373604
"380"	"ID951"	51370228.9077344	846532.7127931	6253405.86983914	846879.540756557	6253631.68779696
"381"	"ID953"	50990559.9015328	867336.5381751	6253348.0601912	864283.185036295	6252604.78245298
"382"	"ID967"	1e+08	606450.876703	6241297.18568999	605263.718020714	6242405.06792014
"383"	"ID968"	1e+08	616450.876703	6241297.18568999	615382.004130558	6241150.90103646
"384"	"ID969"	1e+08	626450.876703	6241297.18568999	628834.577810303	6240448.09309718
"385"	"ID970"	1e+08	636450.876703	6241297.18568999	636683.278920107	6240707.63962967
"386"	"ID971"	1e+08	646450.876703	6241297.18568999	646230.803521222	6240816.88760465
"387"	"ID972"	1e+08	656450.876703	6241297.18568999	655678.642627078	6241450.26500824
"388"	"ID973"	1e+08	666450.876703	6241297.18568999	668608.00113638	6240973.7366549
"389"	"ID974"	1e+08	676450.876703	6241297.18568999	677544.404619267	6240726.47837102
"390"	"ID975"	1e+08	686450.876703	6241297.18568999	687072.785452792	6239670.1780093
"391"	"ID976"	1e+08	696450.876703	6241297.18568999	696503.997662149	6240051.2286057
"392"	"ID977"	1e+08	706450.876703	6241297.18568999	707608.14857569	6241071.44368353
"393"	"ID978"	99913011.924161	716446.65008898	6241301.42311715	715374.397507212	6240922.20303412
"394"	"ID979"	61865220.8534715	725601.72055064	6242934.30519641	727286.943396023	6242384.68171106
